loc_prec,G16DPRS,G16RPRS,G16DHOR,G16RHOR,year,
"Monmouth,Manalapan Township 11",151,192,134,176,2016,
"Monmouth,Manalapan Township 12",217,346,167,341,2016,
"Monmouth,Manalapan Township 13",170,325,132,335,2016,
"Monmouth,Manalapan Township 14",240,381,201,342,2016,
"Monmouth,Manalapan Township 15",144,198,132,172,2016,
"Monmouth,Manalapan Township 16",217,318,161,303,2016,
"Monmouth,Manalapan Township 17",414,565,336,562,2016,
"Monmouth,Manalapan Township 18",369,636,300,629,2016,
"Monmouth,Manalapan Township 19",282,464,240,435,2016,
"Monmouth,Manalapan Township 2",325,342,269,327,2016,
"Monmouth,Manalapan Township 20",271,385,237,377,2016,
"Monmouth,Manalapan Township 21",294,549,230,542,2016,
"Monmouth,Manalapan Township 22",331,489,273,448,2016,
"Monmouth,Manalapan Township 23",214,246,178,232,2016,
"Monmouth,Manalapan Township 24",206,342,178,334,2016,
"Monmouth,Manalapan Township 25",546,692,455,687,2016,
"Monmouth,Manalapan Township 26",251,264,203,273,2016,
"Monmouth,Manalapan Township 27",474,471,411,460,2016,
"Monmouth,Manalapan Township 3",285,560,237,526,2016,
"Monmouth,Manalapan Township 4",237,503,211,459,2016,
"Monmouth,Manalapan Township 5",263,436,209,436,2016,
"Monmouth,Manalapan Township 6",401,480,353,482,2016,
"Monmouth,Manalapan Township 7",342,451,282,463,2016,
"Monmouth,Manalapan Township 8",285,327,243,319,2016,
"Monmouth,Manalapan Township 9",208,401,175,371,2016,
"Monmouth,Manalapan Township Emergency",0,0,0,0,2016,
"Monmouth,Manalapan Township Mail-In Ballot",994,988,794,1083,2016,
"Monmouth,Manalapan Township Provisional",39,84,36,67,2016,
"Monmouth,Manasquan Borough 1",301,433,198,451,2016,
"Monmouth,Manasquan Borough 2",339,492,192,549,2016,
"Monmouth,Manasquan Borough 3",273,465,180,483,2016,
"Monmouth,Manasquan Borough 4",247,402,145,437,2016,
"Monmouth,Manasquan Borough Emergency",0,0,0,0,2016,
"Monmouth,Manasquan Borough Mail-In Ballot",174,196,124,252,2016,
"Monmouth,Manasquan Borough Provisional",10,16,5,16,2016,
"Monmouth,Marlboro Township 1",452,500,424,474,2016,
"Monmouth,Marlboro Township 10",191,250,198,210,2016,
"Monmouth,Marlboro Township 11",174,173,184,136,2016,
"Monmouth,Marlboro Township 12",250,279,258,231,2016,
"Monmouth,Marlboro Township 13",367,530,360,465,2016,
"Monmouth,Marlboro Township 14",239,217,257,191,2016,
"Monmouth,Marlboro Township 15",198,201,210,162,2016,
"Monmouth,Marlboro Township 16",197,305,211,257,2016,
"Monmouth,Marlboro Township 17",280,223,272,207,2016,
"Monmouth,Marlboro Township 18",324,276,334,232,2016,
"Monmouth,Marlboro Township 19",262,317,268,280,2016,
"Monmouth,Marlboro Township 2",294,360,283,331,2016,
"Monmouth,Marlboro Township 20",228,292,226,259,2016,
"Monmouth,Marlboro Township 21",257,269,258,238,2016,
"Monmouth,Marlboro Township 22",299,279,284,260,2016,
"Monmouth,Marlboro Township 23",329,274,334,269,2016,
"Monmouth,Marlboro Township 24",314,308,324,243,2016,
"Monmouth,Marlboro Township 25",367,414,367,372,2016,
"Monmouth,Marlboro Township 26",301,219,279,204,2016,
"Monmouth,Marlboro Township 27",431,477,426,429,2016,
"Monmouth,Marlboro Township 28",288,311,284,256,2016,
"Monmouth,Marlboro Township 3",353,483,340,455,2016,
"Monmouth,Marlboro Township 4",255,344,267,280,2016,
"Monmouth,Marlboro Township 5",297,362,304,313,2016,
"Monmouth,Marlboro Township 6",269,291,280,261,2016,
"Monmouth,Marlboro Township 7",345,289,332,273,2016,
"Monmouth,Marlboro Township 8",334,345,340,292,2016,
"Monmouth,Marlboro Township 9",450,493,471,418,2016,
"Monmouth,Marlboro Township Emergency",0,0,0,0,2016,
"Monmouth,Marlboro Township Mail-In Ballot",1530,1052,1533,1015,2016,
"Monmouth,Marlboro Township Provisional",48,65,50,54,2016,
"Monmouth,Matawan Borough 1",212,168,220,130,2016,
"Monmouth,Matawan Borough 2",246,170,253,138,2016,
"Monmouth,Matawan Borough 3",245,354,288,292,2016,
"Monmouth,Matawan Borough 4",338,441,372,388,2016,
"Monmouth,Matawan Borough 5",290,307,328,247,2016,
"Monmouth,Matawan Borough 6",249,373,291,303,2016,
"Monmouth,Matawan Borough 7",191,239,219,199,2016,
"Monmouth,Matawan Borough Emergency",0,0,0,0,2016,
"Monmouth,Matawan Borough Mail-In Ballot",127,105,137,96,2016,
"Monmouth,Matawan Borough Provisional",31,26,39,15,2016,
"Monmouth,Middletown Township 1",259,385,194,429,2016,
"Monmouth,Middletown Township 10",283,392,229,411,2016,
"Monmouth,Middletown Township 11",157,317,142,302,2016,
"Monmouth,Middletown Township 12",177,360,130,372,2016,
"Monmouth,Middletown Township 13",303,587,398,454,2016,
"Monmouth,Middletown Township 14",257,612,213,579,2016,
"Monmouth,Middletown Township 15",354,574,421,434,2016,
"Monmouth,Middletown Township 16",194,406,243,327,2016,
"Monmouth,Middletown Township 17",195,359,226,273,2016,
"Monmouth,Middletown Township 18",321,383,251,399,2016,
"Monmouth,Middletown Township 19",256,469,177,515,2016,
"Monmouth,Middletown Township 2",332,360,314,365,2016,
"Monmouth,Middletown Township 20",250,418,146,471,2016,
"Monmouth,Middletown Township 21",273,520,371,356,2016,
"Monmouth,Middletown Township 22",347,530,263,562,2016,
"Monmouth,Middletown Township 23",208,400,272,310,2016,
"Monmouth,Middletown Township 24",254,448,304,363,2016,
"Monmouth,Middletown Township 25",204,315,160,336,2016,
"Monmouth,Middletown Township 26",207,395,264,308,2016,
"Monmouth,Middletown Township 27",296,494,370,357,2016,
"Monmouth,Middletown Township 28",185,408,200,370,2016,
"Monmouth,Middletown Township 29",461,568,517,469,2016,
"Monmouth,Middletown Township 3",207,460,306,336,2016,
"Monmouth,Middletown Township 30",181,298,132,327,2016,
"Monmouth,Middletown Township 31",232,365,198,374,2016,
"Monmouth,Middletown Township 32",394,584,334,547,2016,
"Monmouth,Middletown Township 33",257,444,317,338,2016,
"Monmouth,Middletown Township 34",250,422,214,408,2016,
"Monmouth,Middletown Township 35",257,333,194,383,2016,
"Monmouth,Middletown Township 36",203,399,274,302,2016,
"Monmouth,Middletown Township 37",216,426,269,318,2016,
"Monmouth,Middletown Township 38",211,355,159,395,2016,
"Monmouth,Middletown Township 39",269,459,178,544,2016,
"Monmouth,Middletown Township 4",354,374,396,287,2016,
"Monmouth,Middletown Township 40",150,196,128,193,2016,
"Monmouth,Middletown Township 41",181,219,152,221,2016,
"Monmouth,Middletown Township 42",158,301,117,312,2016,
"Monmouth,Middletown Township 43",254,456,191,483,2016,
"Monmouth,Middletown Township 44",185,334,133,375,2016,
"Monmouth,Middletown Township 45",226,386,154,460,2016,
"Monmouth,Middletown Township 46",200,442,268,327,2016,
"Monmouth,Middletown Township 5",199,334,151,368,2016,
"Monmouth,Middletown Township 6",179,271,246,172,2016,
"Monmouth,Middletown Township 7",375,657,501,447,2016,
"Monmouth,Middletown Township 8",186,317,200,280,2016,
"Monmouth,Middletown Township 9",327,644,472,425,2016,
"Monmouth,Middletown Township Cong 4 Emergency",0,0,0,0,2016,
"Monmouth,Middletown Township Cong 4 Mail-In Ballot",913,1137,724,1287,2016,
"Monmouth,Middletown Township Cong 4 Provisional",41,72,31,76,2016,
"Monmouth,Middletown Township Cong 6 Emergency",0,0,0,0,2016,
"Monmouth,Middletown Township Cong 6 Mail-In Ballot",547,784,647,653,2016,
"Monmouth,Middletown Township Cong 6 Provisional",54,98,69,76,2016,
"Monmouth,Middletown Township Emergency",0,0,0,0,2016,
"Monmouth,Middletown Township Mail-In Ballot",0,0,0,0,2016,
"Monmouth,Middletown Township Provisional",0,0,0,0,2016,
"Monmouth,Millstone Township 1",188,470,150,466,2016,
"Monmouth,Millstone Township 2",242,493,178,528,2016,
"Monmouth,Millstone Township 3",301,558,216,588,2016,
"Monmouth,Millstone Township 4",205,363,144,383,2016,
"Monmouth,Millstone Township 5",203,505,164,511,2016,
"Monmouth,Millstone Township 6",269,577,184,607,2016,
"Monmouth,Millstone Township 7",169,400,119,417,2016,
"Monmouth,Millstone Township Emergency",0,0,0,0,2016,
"Monmouth,Millstone Township Mail-In Ballot",257,340,180,389,2016,
"Monmouth,Millstone Township Provisional",11,26,9,21,2016,
"Monmouth,Monmouth Beach Borough 1",331,527,361,470,2016,
"Monmouth,Monmouth Beach Borough 2",314,513,365,427,2016,
"Monmouth,Monmouth Beach Borough Emergency",0,0,0,0,2016,
"Monmouth,Monmouth Beach Borough Mail-In Ballot",101,112,105,103,2016,
"Monmouth,Monmouth Beach Borough Provisional",8,11,4,9,2016,
"Monmouth,Neptune City Borough 1",235,264,185,266,2016,
"Monmouth,Neptune City Borough 2",315,437,234,449,2016,
"Monmouth,Neptune City Borough 3",236,279,181,290,2016,
"Monmouth,Neptune City Borough 4",276,121,210,119,2016,
"Monmouth,Neptune City Borough Emergency",0,0,0,0,2016,
"Monmouth,Neptune City Borough Mail-In Ballot",75,90,67,89,2016,
"Monmouth,Neptune City Borough Provisional",22,10,18,11,2016,
"Monmouth,Neptune Township 1",304,200,250,221,2016,
"Monmouth,Neptune Township 10",682,141,606,170,2016,
"Monmouth,Neptune Township 11",688,37,592,49,2016,
"Monmouth,Neptune Township 12",648,128,567,137,2016,
"Monmouth,Neptune Township 13",169,252,142,268,2016,
"Monmouth,Neptune Township 14",355,214,308,227,2016,
"Monmouth,Neptune Township 15",239,234,196,248,2016,
"Monmouth,Neptune Township 16",250,335,213,347,2016,
"Monmouth,Neptune Township 17",487,343,405,371,2016,
"Monmouth,Neptune Township 18",524,90,476,94,2016,
"Monmouth,Neptune Township 19",534,94,471,109,2016,
"Monmouth,Neptune Township 2",230,156,186,181,2016,
"Monmouth,Neptune Township 20",450,122,393,127,2016,
"Monmouth,Neptune Township 3",357,172,300,203,2016,
"Monmouth,Neptune Township 4",187,360,136,379,2016,
"Monmouth,Neptune Township 5",258,270,202,296,2016,
"Monmouth,Neptune Township 6",204,197,180,202,2016,
"Monmouth,Neptune Township 7",490,224,404,236,2016,
"Monmouth,Neptune Township 8",400,132,350,133,2016,
"Monmouth,Neptune Township 9",863,26,747,33,2016,
"Monmouth,Neptune Township Emergency",0,0,0,0,2016,
"Monmouth,Neptune Township Mail-In Ballot",637,349,541,436,2016,
"Monmouth,Neptune Township Provisional",136,43,112,49,2016,
"Monmouth,Ocean Township 1",195,353,167,325,2016,
"Monmouth,Ocean Township 10",179,270,124,282,2016,
"Monmouth,Ocean Township 11",188,278,144,287,2016,
"Monmouth,Ocean Township 12",471,558,371,595,2016,
"Monmouth,Ocean Township 13",461,160,375,147,2016,
"Monmouth,Ocean Township 14",259,172,208,167,2016,
"Monmouth,Ocean Township 15",324,188,278,178,2016,
"Monmouth,Ocean Township 16",228,249,181,270,2016,
"Monmouth,Ocean Township 17",287,375,217,355,2016,
"Monmouth,Ocean Township 18",327,203,282,193,2016,
"Monmouth,Ocean Township 19",312,352,236,401,2016,
"Monmouth,Ocean Township 2",109,225,87,218,2016,
"Monmouth,Ocean Township 20",200,218,146,245,2016,
"Monmouth,Ocean Township 21",227,310,173,349,2016,
"Monmouth,Ocean Township 22",404,497,311,538,2016,
"Monmouth,Ocean Township 3",249,211,171,247,2016,
"Monmouth,Ocean Township 4",331,245,274,266,2016,
"Monmouth,Ocean Township 5",237,205,200,195,2016,
"Monmouth,Ocean Township 6",266,339,192,350,2016,
"Monmouth,Ocean Township 7",303,186,249,191,2016,
"Monmouth,Ocean Township 8",293,320,234,314,2016,
"Monmouth,Ocean Township 9",249,276,197,291,2016,
"Monmouth,Ocean Township Emergency",0,0,0,0,2016,
"Monmouth,Ocean Township Mail-In Ballot",687,514,556,615,2016,
"Monmouth,Ocean Township Provisional",62,55,61,42,2016,
"Monmouth,Oceanport Borough 1",261,388,303,324,2016,
"Monmouth,Oceanport Borough 2",197,305,217,258,2016,
"Monmouth,Oceanport Borough 3",249,432,299,345,2016,
"Monmouth,Oceanport Borough 4",182,307,219,237,2016,
"Monmouth,Oceanport Borough 5",208,388,245,328,2016,
"Monmouth,Oceanport Borough Emergency",0,0,0,0,2016,
"Monmouth,Oceanport Borough Mail-In Ballot",137,162,165,136,2016,
"Monmouth,Oceanport Borough Provisional",15,15,16,10,2016,
"Monmouth,Red Bank Borough 1",192,132,155,167,2016,
"Monmouth,Red Bank Borough 2",313,209,267,243,2016,
"Monmouth,Red Bank Borough 3",302,235,249,268,2016,
"Monmouth,Red Bank Borough 4",257,159,213,169,2016,
"Monmouth,Red Bank Borough 5",171,183,128,204,2016,
"Monmouth,Red Bank Borough 6",395,162,334,200,2016,
"Monmouth,Red Bank Borough 7",343,193,274,239,2016,
"Monmouth,Red Bank Borough 8",335,178,292,185,2016,
"Monmouth,Red Bank Borough 9",325,59,269,67,2016,
"Monmouth,Red Bank Borough Emergency",0,0,0,0,2016,
"Monmouth,Red Bank Borough Mail-In Ballot",248,112,203,156,2016,
"Monmouth,Red Bank Borough Provisional",50,23,43,26,2016,
"Monmouth,Roosevelt Borough 1",283,133,243,152,2016,
"Monmouth,Roosevelt Borough Emergency",0,0,0,0,2016,
"Monmouth,Roosevelt Borough Mail-In Ballot",32,13,35,13,2016,
"Monmouth,Roosevelt Borough Provisional",2,7,2,5,2016,
"Monmouth,Rumson Borough 1",277,325,211,384,2016,
"Monmouth,Rumson Borough 2",310,406,232,464,2016,
"Monmouth,Rumson Borough 3",270,295,155,397,2016,
"Monmouth,Rumson Borough 4",156,291,91,354,2016,
"Monmouth,Rumson Borough 5",171,280,101,340,2016,
"Monmouth,Rumson Borough 6",208,314,143,368,2016,
"Monmouth,Rumson Borough Emergency",0,0,0,0,2016,
"Monmouth,Rumson Borough Mail-In Ballot",188,201,131,260,2016,
"Monmouth,Rumson Borough Provisional",12,19,8,18,2016,
"Monmouth,Sea Bright Borough 1",109,172,142,135,2016,
"Monmouth,Sea Bright Borough 2",172,248,182,224,2016,
"Monmouth,Sea Bright Borough Emergency",0,0,0,0,2016,
"Monmouth,Sea Bright Borough Mail-In Ballot",39,39,39,44,2016,
"Monmouth,Sea Bright Borough Provisional",6,4,5,3,2016,
"Monmouth,Sea Girt Borough 1",153,334,101,371,2016,
"Monmouth,Sea Girt Borough 2",138,369,82,419,2016,
"Monmouth,Sea Girt Borough Emergency",0,0,0,0,2016,
"Monmouth,Sea Girt Borough Mail-In Ballot",48,93,32,121,2016,
"Monmouth,Sea Girt Borough Provisional",6,12,6,13,2016,
"Monmouth,Shrewsbury Borough 1",302,347,245,377,2016,
"Monmouth,Shrewsbury Borough 2",189,307,164,320,2016,
"Monmouth,Shrewsbury Borough 3",389,484,283,564,2016,
"Monmouth,Shrewsbury Borough Emergency",0,0,0,0,2016,
"Monmouth,Shrewsbury Borough Mail-In Ballot",153,85,114,114,2016,
"Monmouth,Shrewsbury Borough Provisional",8,11,6,12,2016,
"Monmouth,Shrewsbury Township 1",268,162,233,158,2016,
"Monmouth,Shrewsbury Township Emergency",0,0,0,0,2016,
"Monmouth,Shrewsbury Township Mail-In Ballot",9,7,9,9,2016,
"Monmouth,Shrewsbury Township Provisional",1,0,1,0,2016,
"Monmouth,Spring Lake Borough 1",137,250,81,292,2016,
"Monmouth,Spring Lake Borough 2",90,238,47,276,2016,
"Monmouth,Spring Lake Borough 3",104,200,68,229,2016,
"Monmouth,Spring Lake Borough 4",154,246,96,310,2016,
"Monmouth,Spring Lake Borough Emergency",0,0,0,0,2016,
"Monmouth,Spring Lake Borough Mail-In Ballot",156,198,94,277,2016,
"Monmouth,Spring Lake Borough Provisional",5,6,2,9,2016,
"Monmouth,Spring Lake Heights Borough 1",245,311,175,345,2016,
"Monmouth,Spring Lake Heights Borough 2",213,350,147,382,2016,
"Monmouth,Spring Lake Heights Borough 3",217,303,174,303,2016,
"Monmouth,Spring Lake Heights Borough 4",233,310,159,338,2016,
"Monmouth,Spring Lake Heights Borough 5",119,222,97,240,2016,
"Monmouth,Spring Lake Heights Borough Emergency",0,0,0,0,2016,
"Monmouth,Spring Lake Heights Borough Mail-In Ballot",118,130,81,175,2016,
"Monmouth,Spring Lake Heights Borough Provisional",5,13,3,16,2016,
"Monmouth,Tinton Falls Borough 1",285,394,220,432,2016,
"Monmouth,Tinton Falls Borough 10",332,340,274,335,2016,
"Monmouth,Tinton Falls Borough 11",265,209,219,221,2016,
"Monmouth,Tinton Falls Borough 12",269,245,217,252,2016,
"Monmouth,Tinton Falls Borough 13",275,271,224,276,2016,
"Monmouth,Tinton Falls Borough 14",217,198,174,207,2016,
"Monmouth,Tinton Falls Borough 15",261,256,210,295,2016,
"Monmouth,Tinton Falls Borough 2",343,310,301,292,2016,
"Monmouth,Tinton Falls Borough 3",493,214,418,236,2016,
"Monmouth,Tinton Falls Borough 4",308,367,233,409,2016,
"Monmouth,Tinton Falls Borough 5",373,548,288,584,2016,
"Monmouth,Tinton Falls Borough 6",269,265,213,305,2016,
"Monmouth,Tinton Falls Borough 7",310,359,248,372,2016,
"Monmouth,Tinton Falls Borough 8",157,170,125,177,2016,
"Monmouth,Tinton Falls Borough 9",438,355,371,361,2016,
"Monmouth,Tinton Falls Borough Emergency",0,0,0,0,2016,
"Monmouth,Tinton Falls Borough Mail-In Ballot",409,313,332,379,2016,
"Monmouth,Tinton Falls Borough Provisional",46,45,37,43,2016,
"Monmouth,Union Beach Borough 1",121,201,161,131,2016,
"Monmouth,Union Beach Borough 2",179,383,301,256,2016,
"Monmouth,Union Beach Borough 3",184,295,251,219,2016,
"Monmouth,Union Beach Borough 4",187,296,248,225,2016,
"Monmouth,Union Beach Borough 5",171,301,216,226,2016,
"Monmouth,Union Beach Borough Emergency",0,0,0,0,2016,
"Monmouth,Union Beach Borough Mail-In Ballot",36,69,46,56,2016,
"Monmouth,Union Beach Borough Provisional",14,28,20,15,2016,
"Monmouth,Upper Freehold Township 1",229,455,173,496,2016,
"Monmouth,Upper Freehold Township 2",297,544,202,618,2016,
"Monmouth,Upper Freehold Township 3",293,544,212,605,2016,
"Monmouth,Upper Freehold Township 4",440,596,316,702,2016,
"Monmouth,Upper Freehold Township Emergency",0,0,0,0,2016,
"Monmouth,Upper Freehold Township Mail-In Ballot",144,203,101,250,2016,
"Monmouth,Upper Freehold Township Provisional",5,10,6,8,2016,
"Monmouth,Wall Township 1",279,604,188,616,2016,
"Monmouth,Wall Township 10",204,440,119,478,2016,
"Monmouth,Wall Township 11",352,527,224,550,2016,
"Monmouth,Wall Township 12",259,620,181,639,2016,
"Monmouth,Wall Township 13",233,462,171,477,2016,
"Monmouth,Wall Township 14",150,386,105,399,2016,
"Monmouth,Wall Township 15",227,352,162,358,2016,
"Monmouth,Wall Township 16",172,434,109,449,2016,
"Monmouth,Wall Township 17",225,409,125,423,2016,
"Monmouth,Wall Township 18",134,302,77,316,2016,
"Monmouth,Wall Township 19",215,298,152,331,2016,
"Monmouth,Wall Township 2",201,538,129,546,2016,
"Monmouth,Wall Township 3",302,366,227,378,2016,
"Monmouth,Wall Township 4",232,364,151,392,2016,
"Monmouth,Wall Township 5",255,465,169,480,2016,
"Monmouth,Wall Township 6",259,470,182,473,2016,
"Monmouth,Wall Township 7",288,393,218,398,2016,
"Monmouth,Wall Township 8",177,386,102,378,2016,
"Monmouth,Wall Township 9",346,752,213,746,2016,
"Monmouth,Wall Township Emergency",0,0,0,0,2016,
"Monmouth,Wall Township Mail-In Ballot",551,758,387,886,2016,
"Monmouth,Wall Township Provisional",31,86,17,84,2016,
"Monmouth,West Long Branch Borough 1",159,409,196,331,2016,
"Monmouth,West Long Branch Borough 2",276,387,337,299,2016,
"Monmouth,West Long Branch Borough 3",196,308,255,222,2016,
"Monmouth,West Long Branch Borough 4",246,374,292,298,2016,
"Monmouth,West Long Branch Borough 5",166,260,221,181,2016,
"Monmouth,West Long Branch Borough 6",179,319,222,261,2016,
"Monmouth,West Long Branch Borough Emergency",0,0,0,0,2016,
"Monmouth,West Long Branch Borough Mail-In Ballot",136,147,157,122,2016,
"Monmouth,West Long Branch Borough Provisional",14,27,18,19,2016,
"Morris,Boonton Town Ward 1 District 1",219,216,166,234,2016,
"Morris,Boonton Town Ward 1 District 2",288,356,202,410,2016,
"Morris,Boonton Town Ward 1 Mail-In Ballot",37,38,29,47,2016,
"Morris,Boonton Town Ward 1 Provisional",2,5,1,7,2016,
"Morris,Boonton Town Ward 1-4 Mail-In Ballot",0,0,0,0,2016,
